顾客编号,1月销售总额,1月消费天数,2月销售总额,2月消费天数,3月销售总额,3月消费天数,4月销售总额,4月消费天数
364,17.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0
365,200.89000000000004,3.0,33.19,1.0,102.67999999999999,1.0,145.3,1.0
366,3.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
367,116.27999999999997,2.0,0.0,0.0,0.0,0.0,33.07,1.0
368,92.4,3.0,52.96,1.0,45.99999999999999,1.0,31.56,1.0
369,32.29,1.0,100.0,2.0,0.0,0.0,0.0,0.0
370,51.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0
371,46.61,2.0,28.03,1.0,66.99,1.0,200.18,4.0
372,470.61999999999995,6.0,321.14000000000004,7.0,314.78,10.0,399.33999999999986,9.0
373,143.17000000000004,3.0,5.16,1.0,90.4,3.0,14.9,1.0
374,271.90000000000003,2.0,0.0,0.0,61.629999999999995,1.0,0.0,0.0
375,142.23,3.0,63.239999999999995,1.0,0.0,0.0,60.730000000000004,2.0
376,38.7,1.0,0.0,0.0,18.419999999999998,1.0,0.0,0.0
377,335.92999999999995,4.0,492.79999999999995,3.0,0.0,0.0,0.0,0.0
378,136.0,3.0,176.5,1.0,0.0,0.0,41.900000000000006,1.0
379,31.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0
380,32.16,1.0,249.31000000000006,3.0,0.0,0.0,89.1,1.0
381,125.12,3.0,69.64,2.0,27.299999999999997,1.0,190.62,4.0
382,159.4,2.0,71.59000000000002,1.0,0.0,0.0,156.2,1.0
383,44.3,3.0,92.03,5.0,87.67,2.0,78.1,2.0
384,32.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
385,72.6,3.0,38.879999999999995,2.0,27.73,1.0,124.27,5.0
386,70.01999999999998,4.0,64.7,1.0,0.0,0.0,0.0,0.0
387,90.03999999999999,2.0,0.0,0.0,132.68,1.0,0.0,0.0
388,166.50000000000003,3.0,42.3,1.0,0.0,0.0,61.38,1.0
389,72.66,3.0,116.15,2.0,0.0,0.0,161.07999999999998,3.0
390,33.72,1.0,24.200000000000003,1.0,0.0,0.0,0.0,0.0
391,56.06999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
392,51.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
393,53.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
394,140.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
395,251.63000000000002,3.0,410.3899999999998,3.0,542.0199999999998,6.0,616.1599999999996,5.0
396,129.84000000000003,9.0,34.68,3.0,209.92000000000004,3.0,125.52,3.0
397,113.0,4.0,70.78,4.0,137.95,3.0,52.15,4.0
398,79.1,3.0,45.910000000000004,2.0,135.30000000000004,7.0,331.50999999999993,11.0
399,185.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0
400,128.35999999999999,7.0,238.59,6.0,250.04999999999993,7.0,234.94999999999996,7.0
401,49.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0
402,47.04,2.0,88.82000000000002,1.0,198.76,3.0,49.5,2.0
403,210.58999999999997,2.0,0.0,0.0,135.74,2.0,0.0,0.0
404,114.56,2.0,212.04,4.0,38.58,1.0,219.43000000000004,3.0
405,76.25000000000001,6.0,0.0,0.0,97.73,4.0,106.13000000000001,5.0
406,37.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0
407,38.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
408,80.86999999999999,2.0,0.0,0.0,105.06,2.0,111.59000000000003,4.0
409,41.67,1.0,27.64,2.0,0.0,0.0,87.38,3.0
410,21.299999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0
411,52.22,4.0,70.85,4.0,42.660000000000004,5.0,90.75,6.0
412,82.75000000000001,4.0,247.03000000000003,3.0,46.709999999999994,2.0,24.200000000000003,1.0
413,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
414,20.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415,214.92999999999998,5.0,54.92,2.0,86.62,5.0,58.07,1.0
416,200.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0
417,171.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0
418,11.9,1.0,0.0,0.0,0.0,0.0,5.79,1.0
419,27.9,1.0,0.0,0.0,39.1,2.0,0.0,0.0
420,22.790000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
421,174.89,3.0,39.22,2.0,17.779999999999998,1.0,152.02,2.0
422,2.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0
423,191.5,3.0,0.0,0.0,0.0,0.0,81.53999999999999,2.0
424,208.59000000000006,4.0,0.0,0.0,0.0,0.0,0.0,0.0
425,111.36000000000001,3.0,77.96,2.0,0.0,0.0,0.0,0.0
426,43.480000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0
427,46.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0
428,26.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
429,132.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0
430,41.800000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0
431,106.41999999999999,3.0,89.43,2.0,55.849999999999994,2.0,63.34,3.0
432,124.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0
433,190.76999999999998,5.0,0.0,0.0,34.3,1.0,0.0,0.0
434,83.74000000000001,5.0,58.8,1.0,35.4,4.0,33.7,3.0
435,75.06,2.0,34.1,1.0,21.099999999999998,1.0,0.0,0.0
436,119.91,3.0,0.0,0.0,0.0,0.0,0.0,0.0
437,166.67000000000002,4.0,0.0,0.0,18.81,2.0,75.57000000000001,2.0
438,230.20999999999995,5.0,771.3999999999999,3.0,0.0,0.0,0.0,0.0
439,40.9,1.0,248.87,4.0,64.19,2.0,109.03999999999999,4.0
440,72.17,2.0,127.39,3.0,91.71000000000001,1.0,30.57,1.0
441,308.08,7.0,0.0,0.0,136.97000000000003,2.0,75.01,2.0
442,52.83,2.0,22.700000000000003,1.0,58.599999999999994,1.0,17.7,1.0
443,8.59,1.0,201.9,2.0,57.56,2.0,102.35,4.0
444,15.600000000000001,1.0,129.60000000000002,5.0,85.60999999999999,3.0,42.35,2.0
445,22.25,2.0,0.0,0.0,12.739999999999998,1.0,0.0,0.0
446,37.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
447,14.8,1.0,0.0,0.0,27.64,1.0,82.96000000000001,3.0
448,10.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
449,17.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
450,27.200000000000003,1.0,0.0,0.0,358.66,6.0,49.92,2.0
451,37.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0
452,19.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
453,81.98,3.0,95.62,4.0,139.83,2.0,46.99,2.0
454,106.97000000000003,6.0,211.59000000000003,4.0,75.62,3.0,451.3799999999999,11.0
455,21.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
456,78.0,1.0,54.9,1.0,0.0,0.0,0.0,0.0
457,27.880000000000003,2.0,0.0,0.0,39.449999999999996,3.0,0.0,0.0
458,46.3,4.0,72.03,2.0,0.0,0.0,0.0,0.0
459,96.1,4.0,11.9,1.0,0.0,0.0,41.63999999999999,2.0
460,90.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
461,178.54000000000002,5.0,189.23000000000002,5.0,290.26,7.0,187.16,5.0
462,29.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
463,76.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
464,151.99000000000004,4.0,0.0,0.0,175.4,3.0,296.90999999999997,2.0
465,51.03,1.0,113.22000000000001,1.0,0.0,0.0,49.41,1.0
466,221.91000000000005,4.0,86.06,2.0,38.39,1.0,28.900000000000002,1.0
467,88.60000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
468,74.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0
469,110.06999999999998,5.0,89.17000000000002,1.0,304.15000000000003,4.0,0.0,0.0
470,43.5,1.0,77.8,1.0,0.0,0.0,50.9,1.0
471,116.35000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
472,28.799999999999997,1.0,80.7,1.0,0.0,0.0,0.0,0.0
473,54.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0
474,222.37000000000006,6.0,90.98,4.0,9.5,1.0,126.62000000000002,3.0
475,4.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
476,53.860000000000014,5.0,11.370000000000001,1.0,67.15,5.0,41.650000000000006,2.0
477,80.19,3.0,0.0,0.0,0.0,0.0,0.0,0.0
478,26.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0
479,44.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
480,13.2,1.0,23.950000000000003,1.0,74.69999999999999,1.0,0.0,0.0
481,47.1,2.0,0.0,0.0,65.6,1.0,0.0,0.0
482,104.91999999999999,4.0,57.7,2.0,26.7,2.0,0.0,0.0
483,37.65,1.0,99.39000000000001,4.0,263.27000000000004,5.0,30.14,1.0
484,136.41000000000003,3.0,155.69,2.0,298.18999999999994,8.0,132.17,6.0
485,31.73,2.0,118.19999999999999,2.0,0.0,0.0,0.0,0.0
486,167.67000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
487,59.37,2.0,116.88000000000002,3.0,157.92000000000004,3.0,15.9,1.0
488,75.85,4.0,10.3,1.0,0.0,0.0,50.7,2.0
489,33.37,2.0,0.0,0.0,101.03,2.0,0.0,0.0
490,29.700000000000003,1.0,142.84,1.0,0.0,0.0,0.0,0.0
491,36.11,1.0,0.0,0.0,0.0,0.0,65.75,3.0
492,70.66,1.0,0.0,0.0,203.25,2.0,0.0,0.0
493,17.259999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0
494,25.380000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
495,21.78,1.0,32.67,1.0,0.0,0.0,0.0,0.0
496,133.8,1.0,0.0,0.0,222.8,1.0,0.0,0.0
497,175.02000000000004,8.0,94.88000000000001,7.0,29.940000000000005,5.0,22.7,2.0
498,31.799999999999997,1.0,91.0,1.0,0.0,0.0,0.0,0.0
499,121.70000000000002,2.0,26.6,1.0,0.0,0.0,161.8,3.0
500,82.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
501,60.70000000000001,2.0,96.46000000000001,1.0,34.56999999999999,1.0,44.660000000000004,1.0
502,48.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0
503,67.46,3.0,0.0,0.0,0.0,0.0,0.0,0.0
504,20.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0
505,17.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0
506,107.12,3.0,59.050000000000004,3.0,0.0,0.0,101.99,2.0
507,154.88000000000002,3.0,100.09000000000002,2.0,108.0,1.0,0.0,0.0
508,135.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
509,392.87,6.0,99.7,2.0,145.81,3.0,116.96999999999998,3.0
510,49.190000000000005,2.0,0.0,0.0,0.0,0.0,71.79,2.0
511,45.0,1.0,0.0,0.0,0.0,0.0,116.21000000000001,1.0
512,129.96,3.0,65.75,4.0,83.54,4.0,0.0,0.0
513,95.5,3.0,136.0,1.0,0.0,0.0,45.1,1.0
514,39.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0
515,71.25,3.0,0.0,0.0,199.43000000000004,4.0,0.0,0.0
516,71.03,4.0,225.71,5.0,0.0,0.0,0.0,0.0
517,27.799999999999997,1.0,17.8,1.0,26.9,1.0,0.0,0.0
518,125.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
519,129.60000000000002,2.0,0.0,0.0,77.4,2.0,0.0,0.0
520,178.4,2.0,428.1,1.0,0.0,0.0,0.0,0.0
521,70.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0
522,117.2,2.0,70.69999999999999,1.0,212.20000000000002,1.0,0.0,0.0
523,121.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0
524,202.24,4.0,44.8,1.0,133.70000000000002,2.0,0.0,0.0
525,54.06999999999999,1.0,0.0,0.0,27.76,1.0,0.0,0.0
526,616.5999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0
527,149.89999999999998,2.0,0.0,0.0,43.4,1.0,13.239999999999998,1.0
528,53.56,2.0,0.0,0.0,0.0,0.0,0.0,0.0
529,60.830000000000005,3.0,40.620000000000005,1.0,0.0,0.0,0.0,0.0
530,4.7,1.0,10.149999999999999,1.0,21.549999999999997,1.0,0.0,0.0
531,62.22999999999999,1.0,139.4,1.0,0.0,0.0,0.0,0.0
532,114.5,1.0,96.6,1.0,90.9,1.0,0.0,0.0
533,193.23999999999995,5.0,222.14000000000001,4.0,19.8,1.0,69.54,5.0
534,29.7,1.0,0.0,0.0,0.0,0.0,19.6,1.0
535,146.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
536,26.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
537,78.65,1.0,0.0,0.0,38.08,1.0,0.0,0.0
538,21.42,1.0,357.06000000000006,1.0,257.34999999999997,2.0,0.0,0.0
539,209.39999999999998,4.0,207.24,3.0,0.0,0.0,0.0,0.0
540,30.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0
541,19.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
542,85.88,3.0,156.05,4.0,20.02,1.0,187.74000000000007,2.0
543,25.9,1.0,32.8,1.0,0.0,0.0,0.0,0.0
544,11.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
545,69.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
546,53.81,1.0,59.760000000000005,1.0,35.23,1.0,0.0,0.0
547,171.68,2.0,0.0,0.0,225.43000000000006,4.0,356.13000000000005,4.0
548,53.01,1.0,63.23999999999999,2.0,127.14000000000001,3.0,191.72000000000003,2.0
549,56.580000000000005,1.0,52.3,1.0,0.0,0.0,0.0,0.0
550,86.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
551,276.05000000000007,4.0,0.0,0.0,131.7,1.0,83.62,3.0
552,74.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
553,226.57999999999998,7.0,327.1499999999999,5.0,229.32000000000002,7.0,279.51,6.0
554,176.98000000000002,2.0,102.71999999999998,1.0,165.13000000000002,2.0,53.18000000000001,2.0
555,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
556,379.37,5.0,150.73,2.0,0.0,0.0,0.0,0.0
557,31.6,1.0,80.69999999999999,2.0,0.0,0.0,0.0,0.0
558,59.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0
559,52.44,1.0,57.55,1.0,0.0,0.0,0.0,0.0
560,139.95999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0
561,35.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0
562,2.9,1.0,121.56000000000003,2.0,18.9,1.0,4.21,1.0
563,203.41000000000005,4.0,145.32999999999998,3.0,153.52,4.0,101.72,3.0
564,62.82999999999999,2.0,0.0,0.0,75.9,1.0,0.0,0.0
565,31.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
566,51.8,1.0,122.08000000000001,2.0,0.0,0.0,126.49999999999999,3.0
567,18.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
568,38.8,2.0,206.8,1.0,0.0,0.0,0.0,0.0
569,3.0,1.0,50.47999999999999,2.0,77.66000000000001,4.0,11.59,1.0
570,210.79999999999998,2.0,0.0,0.0,0.0,0.0,0.0,0.0
571,79.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
572,28.55,1.0,5.38,2.0,0.0,0.0,89.02000000000001,4.0
573,221.87,2.0,164.76,2.0,104.9,1.0,36.0,1.0
574,36.599999999999994,2.0,0.0,0.0,0.0,0.0,0.0,0.0
575,156.78000000000003,2.0,68.44,2.0,0.0,0.0,0.0,0.0
576,63.72,4.0,32.199999999999996,1.0,13.82,1.0,0.0,0.0
577,38.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0
578,129.29000000000002,3.0,0.0,0.0,27.94,1.0,58.17,5.0
579,65.5,2.0,39.43,2.0,0.0,0.0,0.0,0.0
580,9.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
581,28.490000000000002,2.0,17.6,1.0,42.699999999999996,1.0,6.8,1.0
582,29.9,1.0,0.0,0.0,0.0,0.0,87.0,1.0
583,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
584,65.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0
585,3.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0
586,109.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
587,51.699999999999996,1.0,61.24,2.0,0.0,0.0,0.0,0.0
588,128.68,1.0,0.0,0.0,156.94000000000003,2.0,0.0,0.0
589,136.83000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0
590,126.15,2.0,52.599999999999994,2.0,46.099999999999994,1.0,74.94000000000001,2.0
591,77.80000000000001,2.0,0.0,0.0,80.58,3.0,105.31000000000003,4.0
592,127.56000000000003,4.0,219.64000000000004,6.0,222.36,7.0,44.699999999999996,2.0
593,24.54,1.0,41.09,2.0,55.379999999999995,2.0,56.25,2.0
594,147.99,4.0,0.0,0.0,0.0,0.0,0.0,0.0
595,40.81000000000001,2.0,150.60000000000002,1.0,0.0,0.0,0.0,0.0
596,105.14,3.0,224.10999999999999,1.0,0.0,0.0,0.0,0.0
597,154.01000000000002,4.0,30.16,1.0,64.34,1.0,76.25000000000001,2.0
598,65.84,1.0,0.0,0.0,0.0,0.0,58.14000000000001,1.0
599,63.699999999999996,1.0,81.97999999999999,1.0,0.0,0.0,55.510000000000005,1.0
600,50.8,4.0,100.60000000000001,2.0,11.899999999999999,1.0,0.0,0.0
601,212.47,1.0,15.77,3.0,20.1,1.0,82.34,2.0
602,50.589999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0
603,65.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0
604,115.96000000000001,3.0,17.18,2.0,117.44000000000001,4.0,174.76,7.0
605,46.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0
606,10.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0
607,118.47999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0
608,469.2,1.0,0.0,0.0,89.80000000000001,1.0,0.0,0.0
609,135.25,3.0,166.60999999999999,2.0,419.36,4.0,291.44,6.0
610,60.4,3.0,63.059999999999995,3.0,11.43,2.0,0.0,0.0
611,33.120000000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0
612,63.150000000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0
613,96.0,1.0,412.78,2.0,0.0,0.0,0.0,0.0
614,103.4,4.0,152.75,3.0,118.34,3.0,150.79000000000002,4.0
615,51.660000000000004,2.0,18.700000000000003,1.0,9.1,2.0,15.8,1.0
616,100.10000000000001,2.0,119.78,2.0,0.0,0.0,0.0,0.0
617,90.42000000000002,5.0,25.62,2.0,0.0,0.0,76.66,7.0
618,28.66,2.0,0.0,0.0,0.0,0.0,0.0,0.0
619,159.50000000000003,4.0,274.98,4.0,410.87,6.0,73.7,2.0
620,133.01,4.0,0.0,0.0,85.52,5.0,0.0,0.0
621,237.99000000000007,7.0,110.53,2.0,51.919999999999995,2.0,0.0,0.0
622,132.9,1.0,0.0,0.0,0.0,0.0,98.7,1.0
623,19.62,1.0,0.0,0.0,41.099999999999994,1.0,10.57,1.0
624,27.25,1.0,0.0,0.0,37.34,1.0,0.0,0.0
625,111.25,2.0,0.0,0.0,62.489999999999995,1.0,0.0,0.0
626,26.959999999999997,1.0,187.64999999999998,4.0,144.13,2.0,77.78,1.0
627,36.379999999999995,2.0,196.39000000000001,2.0,16.09,3.0,98.07000000000001,5.0
628,261.6,2.0,299.09999999999997,1.0,0.0,0.0,0.0,0.0
629,50.720000000000006,2.0,0.0,0.0,291.1,1.0,0.0,0.0
630,117.00000000000001,2.0,57.2,1.0,0.0,0.0,0.0,0.0
631,16.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0
632,28.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
633,18.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
634,133.06,2.0,35.540000000000006,1.0,0.0,0.0,0.0,0.0
635,176.40000000000003,2.0,0.0,0.0,0.0,0.0,0.0,0.0
636,54.099999999999994,1.0,0.0,0.0,149.39999999999998,1.0,131.21,1.0
637,90.62000000000002,4.0,0.0,0.0,68.05,3.0,103.86999999999999,4.0
638,8.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
639,35.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
640,43.66,2.0,0.0,0.0,56.260000000000005,3.0,30.299999999999997,2.0
641,14.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
642,126.01000000000003,3.0,65.4,2.0,151.10000000000002,3.0,128.49,3.0
643,31.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0
644,108.41,4.0,4.4399999999999995,1.0,76.63000000000001,5.0,173.19000000000003,7.0
645,7.199999999999999,1.0,95.29999999999998,1.0,0.0,0.0,5.5,2.0
646,27.6,1.0,113.73999999999998,2.0,29.14,1.0,62.10000000000001,1.0
647,94.22,1.0,31.899999999999995,1.0,0.0,0.0,21.190000000000005,1.0
648,27.759999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0
649,14.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
650,17.35,1.0,0.0,0.0,52.07,2.0,52.12,3.0
651,31.520000000000003,1.0,70.53999999999999,2.0,188.54000000000002,3.0,0.0,0.0
652,24.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
653,18.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
654,9.9,1.0,477.5,2.0,0.0,0.0,0.0,0.0
655,22.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
656,118.05999999999999,2.0,0.0,0.0,40.28,1.0,0.0,0.0
657,11.97,1.0,0.0,0.0,0.0,0.0,183.19,2.0
658,246.77000000000004,4.0,16.4,1.0,75.53,2.0,128.53,2.0
659,64.32,1.0,0.0,0.0,0.0,0.0,25.81,1.0
660,108.37999999999998,1.0,290.28,1.0,0.0,0.0,0.0,0.0
661,32.06,2.0,83.92,2.0,9.81,1.0,63.64,4.0
662,171.59000000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0
663,16.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0
664,19.5,1.0,0.0,0.0,41.4,1.0,149.67000000000004,1.0
665,98.6,2.0,58.8,1.0,0.0,0.0,10.9,1.0
666,109.25999999999999,5.0,432.1999999999999,8.0,240.56,3.0,159.29,5.0
667,144.70000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0
668,48.25,2.0,9.959999999999999,1.0,45.71,1.0,0.0,0.0
669,188.82999999999998,4.0,0.0,0.0,0.0,0.0,156.48,1.0
670,209.46,3.0,37.6,1.0,0.0,0.0,0.0,0.0
671,31.9,1.0,15.600000000000001,1.0,0.0,0.0,0.0,0.0
672,100.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
673,117.16,2.0,0.0,0.0,26.9,1.0,38.68,1.0
674,148.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
675,89.13999999999999,3.0,277.96,6.0,0.0,0.0,46.93,1.0
676,76.68,2.0,9.7,1.0,30.950000000000003,1.0,61.080000000000005,1.0
677,274.02000000000004,3.0,355.57,4.0,5.3,1.0,30.680000000000003,1.0
678,72.35,1.0,0.0,0.0,0.0,0.0,21.14,1.0
679,14.49,1.0,0.0,0.0,0.0,0.0,31.300000000000004,1.0
680,39.699999999999996,1.0,61.699999999999996,1.0,0.0,0.0,0.0,0.0
681,82.08000000000001,3.0,7.68,1.0,0.0,0.0,0.0,0.0
682,162.87,3.0,48.45,2.0,484.55000000000007,7.0,35.21,1.0
683,30.549999999999997,1.0,6.8100000000000005,1.0,13.72,1.0,27.6,2.0
684,57.599999999999994,3.0,164.42000000000002,3.0,59.599999999999994,1.0,31.44,2.0
685,24.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
686,68.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0
687,90.91000000000001,4.0,296.1,2.0,0.0,0.0,0.0,0.0
688,73.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
689,52.04,5.0,0.0,0.0,53.519999999999996,5.0,155.27000000000004,8.0
690,56.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
691,72.25000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
692,19.650000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
693,61.2,1.0,24.8,1.0,12.84,1.0,0.0,0.0
694,24.62,1.0,0.0,0.0,0.0,0.0,9.9,1.0
695,19.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
696,48.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0
697,88.28999999999999,2.0,0.0,0.0,78.5,2.0,45.5,1.0
698,115.75999999999999,2.0,148.37,3.0,294.44,5.0,76.05999999999999,2.0
699,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
700,94.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
701,12.9,1.0,0.0,0.0,34.8,1.0,0.0,0.0
702,49.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0
703,11.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0
704,65.9,1.0,0.0,0.0,14.600000000000001,1.0,46.33,2.0
705,55.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0
706,52.72,2.0,203.41000000000003,2.0,0.0,0.0,129.07,3.0
707,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
708,59.61000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
709,85.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0
710,90.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
711,208.03,2.0,0.0,0.0,0.0,0.0,0.0,0.0
712,53.0,1.0,0.0,0.0,0.0,0.0,50.349999999999994,1.0
713,54.01,2.0,0.0,0.0,0.0,0.0,29.53,1.0
714,10.0,1.0,12.629999999999999,1.0,0.0,0.0,0.0,0.0
715,26.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
716,57.5,1.0,689.4499999999999,6.0,0.0,0.0,65.0,1.0
717,52.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
718,89.55000000000001,4.0,48.9,2.0,309.59,2.0,15.3,1.0
719,32.6,2.0,0.0,0.0,0.0,0.0,108.52000000000001,2.0
720,23.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
721,77.89000000000001,2.0,0.0,0.0,0.0,0.0,43.620000000000005,2.0
722,66.81,2.0,34.910000000000004,2.0,19.13,1.0,0.0,0.0
723,81.27000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0
724,100.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0
725,24.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0
726,41.9,1.0,309.1200000000001,5.0,0.0,0.0,0.0,0.0
727,45.849999999999994,2.0,0.0,0.0,0.0,0.0,28.13,1.0
728,28.9,1.0,0.0,0.0,0.0,0.0,46.9,1.0
729,104.60000000000001,5.0,284.53,5.0,31.700000000000003,2.0,140.86,6.0
730,174.70000000000005,3.0,0.0,0.0,274.59000000000003,5.0,398.07,6.0
731,7.01,2.0,41.03999999999999,4.0,30.010000000000005,3.0,33.75,4.0
732,162.24000000000004,3.0,34.57000000000001,1.0,55.16999999999999,2.0,253.03,3.0
733,94.64000000000001,2.0,103.91000000000001,4.0,107.38000000000001,2.0,154.46,2.0
734,21.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0
735,51.239999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0
